,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,2005_01_OAK_NE,2005,REG,1,2005-09-08,Thursday,09:00,OAK,NE,20,30,10,Gillette Stadium,Home,outdoors,grass,2005090800
1,2005_01_HOU_BUF,2005,REG,1,2005-09-11,Sunday,13:00,HOU,BUF,7,22,15,Ralph Wilson Stadium,Home,outdoors,astroplay,2005091107
2,2005_01_NO_CAR,2005,REG,1,2005-09-11,Sunday,13:00,NO,CAR,23,20,-3,Bank of America Stadium,Home,outdoors,grass,2005091102
3,2005_01_CIN_CLE,2005,REG,1,2005-09-11,Sunday,13:00,CIN,CLE,27,13,-14,Cleveland Browns Stadium,Home,outdoors,grass,2005091106
4,2005_01_SEA_JAX,2005,REG,1,2005-09-11,Sunday,13:00,SEA,JAX,14,26,12,Alltel Stadium,Home,outdoors,grass,2005091103
5,2005_01_NYJ_KC,2005,REG,1,2005-09-11,Sunday,13:00,NYJ,KC,7,27,20,Arrowhead Stadium,Home,outdoors,grass,2005091108
6,2005_01_DEN_MIA,2005,REG,1,2005-09-11,Sunday,13:00,DEN,MIA,10,34,24,Dolphin Stadium,Home,outdoors,grass,2005091101
7,2005_01_TB_MIN,2005,REG,1,2005-09-11,Sunday,13:00,TB,MIN,24,13,-11,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2005091109
8,2005_01_TEN_PIT,2005,REG,1,2005-09-11,Sunday,13:00,TEN,PIT,7,34,27,Heinz Field,Home,outdoors,dessograss,2005091104
9,2005_01_CHI_WAS,2005,REG,1,2005-09-11,Sunday,13:00,CHI,WAS,7,9,2,FedExField,Home,outdoors,grass,2005091100
10,2005_01_GB_DET,2005,REG,1,2005-09-11,Sunday,16:15,GB,DET,3,17,14,Ford Field,Home,dome,fieldturf,2005091111
11,2005_01_ARI_NYG,2005,REG,1,2005-09-11,Sunday,16:15,ARI,NYG,19,42,23,Giants Stadium,Home,outdoors,fieldturf,2005091110
12,2005_01_DAL_SD,2005,REG,1,2005-09-11,Sunday,16:15,DAL,SD,28,24,-4,Qualcomm Stadium,Home,outdoors,grass,2005091105
13,2005_01_STL_SF,2005,REG,1,2005-09-11,Sunday,16:15,STL,SF,25,28,3,Monster Park,Home,outdoors,grass,2005091113
14,2005_01_IND_BAL,2005,REG,1,2005-09-11,Sunday,20:30,IND,BAL,24,7,-17,M&T Bank Stadium,Home,outdoors,sportturf,2005091112
15,2005_01_PHI_ATL,2005,REG,1,2005-09-12,Monday,09:00,PHI,ATL,10,14,4,Georgia Dome,Home,dome,fieldturf,2005091200
16,2005_02_NE_CAR,2005,REG,2,2005-09-18,Sunday,13:00,NE,CAR,17,27,10,Bank of America Stadium,Home,outdoors,grass,2005091805
17,2005_02_DET_CHI,2005,REG,2,2005-09-18,Sunday,13:00,DET,CHI,6,38,32,Soldier Field,Home,outdoors,grass,2005091802
18,2005_02_MIN_CIN,2005,REG,2,2005-09-18,Sunday,13:00,MIN,CIN,8,37,29,Paul Brown Stadium,Home,outdoors,fieldturf,2005091804
19,2005_02_PIT_HOU,2005,REG,2,2005-09-18,Sunday,13:00,PIT,HOU,27,7,-20,Reliant Stadium,Home,open,grass,2005091807
20,2005_02_JAX_IND,2005,REG,2,2005-09-18,Sunday,13:00,JAX,IND,3,10,7,RCA Dome,Home,dome,fieldturf,2005091803
21,2005_02_SF_PHI,2005,REG,2,2005-09-18,Sunday,13:00,SF,PHI,3,42,39,Lincoln Financial Field,Home,outdoors,grass,2005091808
22,2005_02_BUF_TB,2005,REG,2,2005-09-18,Sunday,13:00,BUF,TB,3,19,16,Raymond James Stadium,Home,outdoors,grass,2005091801
23,2005_02_BAL_TEN,2005,REG,2,2005-09-18,Sunday,13:00,BAL,TEN,10,25,15,The Coliseum,Home,outdoors,grass,2005091800
24,2005_02_STL_ARI,2005,REG,2,2005-09-18,Sunday,16:05,STL,ARI,17,12,-5,Sun Devil Stadium,Home,outdoors,grass,2005091810
25,2005_02_ATL_SEA,2005,REG,2,2005-09-18,Sunday,16:05,ATL,SEA,18,21,3,Qwest Field,Home,outdoors,fieldturf,2005091809
26,2005_02_SD_DEN,2005,REG,2,2005-09-18,Sunday,16:15,SD,DEN,17,20,3,Invesco Field at Mile High,Home,outdoors,grass,2005091813
27,2005_02_CLE_GB,2005,REG,2,2005-09-18,Sunday,16:15,CLE,GB,26,24,-2,Lambeau Field,Home,outdoors,grass,2005091811
28,2005_02_MIA_NYJ,2005,REG,2,2005-09-18,Sunday,16:15,MIA,NYJ,7,17,10,Giants Stadium,Home,outdoors,fieldturf,2005091812
29,2005_02_KC_OAK,2005,REG,2,2005-09-18,Sunday,20:30,KC,OAK,23,17,-6,McAfee Coliseum,Home,outdoors,grass,2005091814
30,2005_02_WAS_DAL,2005,REG,2,2005-09-19,Monday,09:00,WAS,DAL,14,13,-1,Texas Stadium,Home,outdoors,fieldturf,2005091900
31,2005_02_NYG_NO,2005,REG,2,2005-09-19,Monday,19:30,NYG,NO,27,10,-17,Giants Stadium,Home,outdoors,fieldturf,2005091901
32,2005_03_ATL_BUF,2005,REG,3,2005-09-25,Sunday,13:00,ATL,BUF,24,16,-8,Ralph Wilson Stadium,Home,outdoors,astroplay,2005092500
33,2005_03_CIN_CHI,2005,REG,3,2005-09-25,Sunday,13:00,CIN,CHI,24,7,-17,Soldier Field,Home,outdoors,grass,2005092502
34,2005_03_TB_GB,2005,REG,3,2005-09-25,Sunday,13:00,TB,GB,17,16,-1,Lambeau Field,Home,outdoors,grass,2005092507
35,2005_03_CLE_IND,2005,REG,3,2005-09-25,Sunday,13:00,CLE,IND,6,13,7,RCA Dome,Home,dome,fieldturf,2005092503
36,2005_03_CAR_MIA,2005,REG,3,2005-09-25,Sunday,13:00,CAR,MIA,24,27,3,Dolphin Stadium,Home,outdoors,grass,2005092501
37,2005_03_NO_MIN,2005,REG,3,2005-09-25,Sunday,13:00,NO,MIN,16,33,17,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2005092505
38,2005_03_JAX_NYJ,2005,REG,3,2005-09-25,Sunday,13:00,JAX,NYJ,26,20,-6,Giants Stadium,Home,outdoors,fieldturf,2005092504
39,2005_03_OAK_PHI,2005,REG,3,2005-09-25,Sunday,13:00,OAK,PHI,20,23,3,Lincoln Financial Field,Home,outdoors,grass,2005092506
40,2005_03_TEN_STL,2005,REG,3,2005-09-25,Sunday,13:00,TEN,STL,27,31,4,Edward Jones Dome,Home,dome,fieldturf,2005092508
41,2005_03_ARI_SEA,2005,REG,3,2005-09-25,Sunday,16:05,ARI,SEA,12,37,25,Qwest Field,Home,outdoors,fieldturf,2005092509
42,2005_03_DAL_SF,2005,REG,3,2005-09-25,Sunday,16:05,DAL,SF,34,31,-3,Monster Park,Home,outdoors,grass,2005092510
43,2005_03_NE_PIT,2005,REG,3,2005-09-25,Sunday,16:15,NE,PIT,23,20,-3,Heinz Field,Home,outdoors,dessograss,2005092511
44,2005_03_NYG_SD,2005,REG,3,2005-09-25,Sunday,20:30,NYG,SD,23,45,22,Qualcomm Stadium,Home,outdoors,grass,2005092512
45,2005_03_KC_DEN,2005,REG,3,2005-09-26,Monday,09:00,KC,DEN,10,30,20,Invesco Field at Mile High,Home,outdoors,grass,2005092600
46,2005_04_HOU_CIN,2005,REG,4,2005-10-02,Sunday,13:00,HOU,CIN,10,16,6,Paul Brown Stadium,Home,outdoors,fieldturf,2005100203
47,2005_04_DEN_JAX,2005,REG,4,2005-10-02,Sunday,13:00,DEN,JAX,20,7,-13,Alltel Stadium,Home,outdoors,grass,2005100201
48,2005_04_SD_NE,2005,REG,4,2005-10-02,Sunday,13:00,SD,NE,41,17,-24,Gillette Stadium,Home,outdoors,grass,2005100206
49,2005_04_BUF_NO,2005,REG,4,2005-10-02,Sunday,13:00,BUF,NO,7,19,12,Alamo Dome,Home,dome,fieldturf,2005100200
50,2005_04_STL_NYG,2005,REG,4,2005-10-02,Sunday,13:00,STL,NYG,24,44,20,Giants Stadium,Home,outdoors,fieldturf,2005100208
51,2005_04_DET_TB,2005,REG,4,2005-10-02,Sunday,13:00,DET,TB,13,17,4,Raymond James Stadium,Home,outdoors,grass,2005100202
52,2005_04_IND_TEN,2005,REG,4,2005-10-02,Sunday,13:00,IND,TEN,31,10,-21,The Coliseum,Home,outdoors,grass,2005100204
53,2005_04_SEA_WAS,2005,REG,4,2005-10-02,Sunday,13:00,SEA,WAS,17,20,3,FedExField,Home,outdoors,grass,2005100207
54,2005_04_NYJ_BAL,2005,REG,4,2005-10-02,Sunday,16:05,NYJ,BAL,3,13,10,M&T Bank Stadium,Home,outdoors,sportturf,2005100209
55,2005_04_MIN_ATL,2005,REG,4,2005-10-02,Sunday,16:15,MIN,ATL,10,30,20,Georgia Dome,Home,dome,fieldturf,2005100211
