,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,2018_01_ATL_PHI,2018,REG,1,2018-09-06,Thursday,20:20,ATL,PHI,12,18,6,Lincoln Financial Field,Home,outdoors,grass,2018090600
1,2018_01_BUF_BAL,2018,REG,1,2018-09-09,Sunday,13:00,BUF,BAL,3,47,44,M&T Bank Stadium,Home,outdoors,grass,2018090900
2,2018_01_PIT_CLE,2018,REG,1,2018-09-09,Sunday,13:00,PIT,CLE,21,21,0,FirstEnergy Stadium,Home,outdoors,grass,2018090901
3,2018_01_CIN_IND,2018,REG,1,2018-09-09,Sunday,13:00,CIN,IND,34,23,-11,Lucas Oil Stadium,Home,closed,fieldturf,2018090902
4,2018_01_TEN_MIA,2018,REG,1,2018-09-09,Sunday,13:00,TEN,MIA,20,27,7,Hard Rock Stadium,Home,outdoors,grass,2018090903
5,2018_01_SF_MIN,2018,REG,1,2018-09-09,Sunday,13:00,SF,MIN,16,24,8,U.S. Bank Stadium,Home,dome,sportturf,2018090904
6,2018_01_HOU_NE,2018,REG,1,2018-09-09,Sunday,13:00,HOU,NE,20,27,7,Gillette Stadium,Home,outdoors,fieldturf,2018090905
7,2018_01_TB_NO,2018,REG,1,2018-09-09,Sunday,13:00,TB,NO,48,40,-8,Mercedes-Benz Superdome,Home,dome,sportturf,2018090906
8,2018_01_JAX_NYG,2018,REG,1,2018-09-09,Sunday,13:00,JAX,NYG,20,15,-5,MetLife Stadium,Home,outdoors,fieldturf,2018090907
9,2018_01_KC_LAC,2018,REG,1,2018-09-09,Sunday,16:05,KC,LAC,38,28,-10,StubHub Center,Home,outdoors,grass,2018090908
10,2018_01_WAS_ARI,2018,REG,1,2018-09-09,Sunday,16:25,WAS,ARI,24,6,-18,State Farm Stadium,Home,closed,grass,2018090909
11,2018_01_DAL_CAR,2018,REG,1,2018-09-09,Sunday,16:25,DAL,CAR,8,16,8,Bank of America Stadium,Home,outdoors,grass,2018090910
12,2018_01_SEA_DEN,2018,REG,1,2018-09-09,Sunday,16:25,SEA,DEN,24,27,3,Sports Authority Field at Mile High,Home,outdoors,grass,2018090911
13,2018_01_CHI_GB,2018,REG,1,2018-09-09,Sunday,20:20,CHI,GB,23,24,1,Lambeau Field,Home,outdoors,grass,2018090912
14,2018_01_NYJ_DET,2018,REG,1,2018-09-10,Monday,19:10,NYJ,DET,48,17,-31,Ford Field,Home,dome,fieldturf,2018091000
15,2018_01_LA_OAK,2018,REG,1,2018-09-10,Monday,22:20,LA,OAK,33,13,-20,Oakland-Alameda County Coliseum,Home,outdoors,grass,2018091001
16,2018_02_BAL_CIN,2018,REG,2,2018-09-13,Thursday,20:20,BAL,CIN,23,34,11,Paul Brown Stadium,Home,outdoors,fieldturf,2018091300
17,2018_02_CAR_ATL,2018,REG,2,2018-09-16,Sunday,13:00,CAR,ATL,24,31,7,Mercedes-Benz Stadium,Home,closed,fieldturf,2018091600
18,2018_02_LAC_BUF,2018,REG,2,2018-09-16,Sunday,13:00,LAC,BUF,31,20,-11,New Era Field,Home,outdoors,a_turf,2018091601
19,2018_02_MIN_GB,2018,REG,2,2018-09-16,Sunday,13:00,MIN,GB,29,29,0,Lambeau Field,Home,outdoors,grass,2018091602
20,2018_02_CLE_NO,2018,REG,2,2018-09-16,Sunday,13:00,CLE,NO,18,21,3,Mercedes-Benz Superdome,Home,dome,sportturf,2018091603
21,2018_02_MIA_NYJ,2018,REG,2,2018-09-16,Sunday,13:00,MIA,NYJ,20,12,-8,MetLife Stadium,Home,outdoors,fieldturf,2018091604
22,2018_02_KC_PIT,2018,REG,2,2018-09-16,Sunday,13:00,KC,PIT,42,37,-5,Heinz Field,Home,outdoors,grass,2018091605
23,2018_02_PHI_TB,2018,REG,2,2018-09-16,Sunday,13:00,PHI,TB,21,27,6,Raymond James Stadium,Home,outdoors,grass,2018091606
24,2018_02_HOU_TEN,2018,REG,2,2018-09-16,Sunday,13:00,HOU,TEN,17,20,3,Nissan Stadium,Home,outdoors,grass,2018091607
25,2018_02_IND_WAS,2018,REG,2,2018-09-16,Sunday,13:00,IND,WAS,21,9,-12,FedExField,Home,outdoors,grass,2018091608
26,2018_02_ARI_LA,2018,REG,2,2018-09-16,Sunday,16:05,ARI,LA,0,34,34,Los Angeles Memorial Coliseum,Home,outdoors,grass,2018091609
27,2018_02_DET_SF,2018,REG,2,2018-09-16,Sunday,16:05,DET,SF,27,30,3,Levi's Stadium,Home,outdoors,grass,2018091610
28,2018_02_OAK_DEN,2018,REG,2,2018-09-16,Sunday,16:25,OAK,DEN,19,20,1,Sports Authority Field at Mile High,Home,outdoors,grass,2018091611
29,2018_02_NE_JAX,2018,REG,2,2018-09-16,Sunday,16:25,NE,JAX,20,31,11,TIAA Bank Stadium,Home,outdoors,grass,2018091612
30,2018_02_NYG_DAL,2018,REG,2,2018-09-16,Sunday,20:20,NYG,DAL,13,20,7,AT&T Stadium,Home,closed,matrixturf,2018091613
31,2018_02_SEA_CHI,2018,REG,2,2018-09-17,Monday,20:15,SEA,CHI,17,24,7,Soldier Field,Home,outdoors,grass,2018091700
32,2018_03_NYJ_CLE,2018,REG,3,2018-09-20,Thursday,20:20,NYJ,CLE,17,21,4,FirstEnergy Stadium,Home,outdoors,grass,2018092000
33,2018_03_NO_ATL,2018,REG,3,2018-09-23,Sunday,13:00,NO,ATL,43,37,-6,Mercedes-Benz Stadium,Home,closed,fieldturf,2018092300
34,2018_03_DEN_BAL,2018,REG,3,2018-09-23,Sunday,13:00,DEN,BAL,14,27,13,M&T Bank Stadium,Home,outdoors,grass,2018092301
35,2018_03_CIN_CAR,2018,REG,3,2018-09-23,Sunday,13:00,CIN,CAR,21,31,10,Bank of America Stadium,Home,outdoors,grass,2018092302
36,2018_03_NYG_HOU,2018,REG,3,2018-09-23,Sunday,13:00,NYG,HOU,27,22,-5,NRG Stadium,Home,closed,astroturf,2018092303
37,2018_03_TEN_JAX,2018,REG,3,2018-09-23,Sunday,13:00,TEN,JAX,9,6,-3,TIAA Bank Stadium,Home,outdoors,grass,2018092304
38,2018_03_SF_KC,2018,REG,3,2018-09-23,Sunday,13:00,SF,KC,27,38,11,Arrowhead Stadium,Home,outdoors,grass,2018092305
39,2018_03_OAK_MIA,2018,REG,3,2018-09-23,Sunday,13:00,OAK,MIA,20,28,8,Hard Rock Stadium,Home,outdoors,grass,2018092306
40,2018_03_BUF_MIN,2018,REG,3,2018-09-23,Sunday,13:00,BUF,MIN,27,6,-21,U.S. Bank Stadium,Home,dome,sportturf,2018092307
41,2018_03_IND_PHI,2018,REG,3,2018-09-23,Sunday,13:00,IND,PHI,16,20,4,Lincoln Financial Field,Home,outdoors,grass,2018092308
42,2018_03_GB_WAS,2018,REG,3,2018-09-23,Sunday,13:00,GB,WAS,17,31,14,FedExField,Home,outdoors,grass,2018092309
43,2018_03_LAC_LA,2018,REG,3,2018-09-23,Sunday,16:05,LAC,LA,23,35,12,Los Angeles Memorial Coliseum,Home,outdoors,grass,2018092310
44,2018_03_CHI_ARI,2018,REG,3,2018-09-23,Sunday,16:25,CHI,ARI,16,14,-2,State Farm Stadium,Home,closed,grass,2018092311
45,2018_03_DAL_SEA,2018,REG,3,2018-09-23,Sunday,16:25,DAL,SEA,13,24,11,CenturyLink Field,Home,outdoors,fieldturf,2018092312
46,2018_03_NE_DET,2018,REG,3,2018-09-23,Sunday,20:20,NE,DET,10,26,16,Ford Field,Home,dome,fieldturf,2018092313
47,2018_03_PIT_TB,2018,REG,3,2018-09-24,Monday,20:15,PIT,TB,30,27,-3,Raymond James Stadium,Home,outdoors,grass,2018092400
