,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,2002_01_SF_NYG,2002,REG,1,2002-09-05,Thursday,20:30,SF,NYG,16,13,-3,Giants Stadium,Home,outdoors,grass,2002090500
1,2002_01_NYJ_BUF,2002,REG,1,2002-09-08,Sunday,13:00,NYJ,BUF,37,31,-6,Ralph Wilson Stadium,Home,outdoors,astroturf,2002090801
2,2002_01_BAL_CAR,2002,REG,1,2002-09-08,Sunday,13:00,BAL,CAR,7,10,3,Ericsson Stadium,Home,outdoors,grass,2002090804
3,2002_01_MIN_CHI,2002,REG,1,2002-09-08,Sunday,13:00,MIN,CHI,23,27,4,Memorial Stadium (Champaign),Home,outdoors,astroplay,2002090812
4,2002_01_SD_CIN,2002,REG,1,2002-09-08,Sunday,13:00,SD,CIN,34,6,-28,Paul Brown Stadium,Home,outdoors,grass,2002090805
5,2002_01_KC_CLE,2002,REG,1,2002-09-08,Sunday,13:00,KC,CLE,40,39,-1,Cleveland Browns Stadium,Home,outdoors,grass,2002090810
6,2002_01_ATL_GB,2002,REG,1,2002-09-08,Sunday,13:00,ATL,GB,34,37,3,Lambeau Field,Home,outdoors,grass,2002090802
7,2002_01_IND_JAX,2002,REG,1,2002-09-08,Sunday,13:00,IND,JAX,28,25,-3,Alltel Stadium,Home,outdoors,grass,2002090808
8,2002_01_DET_MIA,2002,REG,1,2002-09-08,Sunday,13:00,DET,MIA,21,49,28,Pro Player Stadium,Home,outdoors,grass,2002090806
9,2002_01_PHI_TEN,2002,REG,1,2002-09-08,Sunday,13:00,PHI,TEN,24,27,3,The Coliseum,Home,outdoors,grass,2002090803
10,2002_01_ARI_WAS,2002,REG,1,2002-09-08,Sunday,13:00,ARI,WAS,23,31,8,FedExField,Home,outdoors,grass,2002090800
11,2002_01_STL_DEN,2002,REG,1,2002-09-08,Sunday,16:15,STL,DEN,16,23,7,Invesco Field at Mile High,Home,outdoors,grass,2002090811
12,2002_01_SEA_OAK,2002,REG,1,2002-09-08,Sunday,16:15,SEA,OAK,17,31,14,Network Associates Coliseum,Home,outdoors,grass,2002090809
13,2002_01_NO_TB,2002,REG,1,2002-09-08,Sunday,16:15,NO,TB,26,20,-6,Raymond James Stadium,Home,outdoors,grass,2002090807
14,2002_01_DAL_HOU,2002,REG,1,2002-09-08,Sunday,20:30,DAL,HOU,10,19,9,Reliant Stadium,Home,closed,grass,2002090813
15,2002_01_PIT_NE,2002,REG,1,2002-09-09,Monday,09:00,PIT,NE,14,30,16,Gillette Stadium,Home,outdoors,grass,2002090900
16,2002_02_CHI_ATL,2002,REG,2,2002-09-15,Sunday,13:00,CHI,ATL,14,13,-1,Georgia Dome,Home,dome,astroturf,2002091500
17,2002_02_TB_BAL,2002,REG,2,2002-09-15,Sunday,13:00,TB,BAL,25,0,-25,Ravens Stadium,Home,outdoors,grass,2002091501
18,2002_02_DET_CAR,2002,REG,2,2002-09-15,Sunday,13:00,DET,CAR,7,31,24,Ericsson Stadium,Home,outdoors,grass,2002091504
19,2002_02_CIN_CLE,2002,REG,2,2002-09-15,Sunday,13:00,CIN,CLE,7,20,13,Cleveland Browns Stadium,Home,outdoors,grass,2002091502
20,2002_02_TEN_DAL,2002,REG,2,2002-09-15,Sunday,13:00,TEN,DAL,13,21,8,Texas Stadium,Home,outdoors,astroturf,2002091503
