,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,2010_01_MIN_NO,2010,REG,1,2010-09-09,Thursday,20:30,MIN,NO,9,14,5,Louisiana Superdome,Home,dome,sportturf,2010090900
1,2010_01_MIA_BUF,2010,REG,1,2010-09-12,Sunday,13:00,MIA,BUF,15,10,-5,Ralph Wilson Stadium,Home,outdoors,astroplay,2010091201
2,2010_01_DET_CHI,2010,REG,1,2010-09-12,Sunday,13:00,DET,CHI,14,19,5,Soldier Field,Home,outdoors,grass,2010091207
3,2010_01_IND_HOU,2010,REG,1,2010-09-12,Sunday,13:00,IND,HOU,24,34,10,Reliant Stadium,Home,closed,grass,2010091203
4,2010_01_DEN_JAX,2010,REG,1,2010-09-12,Sunday,13:00,DEN,JAX,17,24,7,EverBank Field,Home,outdoors,grass,2010091204
5,2010_01_CIN_NE,2010,REG,1,2010-09-12,Sunday,13:00,CIN,NE,24,38,14,Gillette Stadium,Home,outdoors,fieldturf,2010091202
6,2010_01_CAR_NYG,2010,REG,1,2010-09-12,Sunday,13:00,CAR,NYG,18,31,13,New Meadowlands Stadium,Home,outdoors,fieldturf,2010091206
7,2010_01_ATL_PIT,2010,REG,1,2010-09-12,Sunday,13:00,ATL,PIT,9,15,6,Heinz Field,Home,outdoors,grass,2010091209
8,2010_01_CLE_TB,2010,REG,1,2010-09-12,Sunday,13:00,CLE,TB,14,17,3,Raymond James Stadium,Home,outdoors,grass,2010091200
9,2010_01_OAK_TEN,2010,REG,1,2010-09-12,Sunday,13:00,OAK,TEN,13,38,25,LP Field,Home,outdoors,grass,2010091205
10,2010_01_GB_PHI,2010,REG,1,2010-09-12,Sunday,16:15,GB,PHI,27,20,-7,Lincoln Financial Field,Home,outdoors,grass,2010091210
11,2010_01_SF_SEA,2010,REG,1,2010-09-12,Sunday,16:15,SF,SEA,6,31,25,Qwest Field,Home,outdoors,fieldturf,2010091211
12,2010_01_ARI_STL,2010,REG,1,2010-09-12,Sunday,16:15,ARI,STL,17,13,-4,Edward Jones Dome,Home,dome,astroplay,2010091208
13,2010_01_DAL_WAS,2010,REG,1,2010-09-12,Sunday,20:20,DAL,WAS,7,13,6,FedExField,Home,outdoors,grass,2010091212
14,2010_01_BAL_NYJ,2010,REG,1,2010-09-13,Monday,19:00,BAL,NYJ,10,9,-1,New Meadowlands Stadium,Home,outdoors,fieldturf,2010091300
15,2010_01_SD_KC,2010,REG,1,2010-09-13,Monday,22:15,SD,KC,14,21,7,Arrowhead Stadium,Home,outdoors,grass,2010091301
16,2010_02_ARI_ATL,2010,REG,2,2010-09-19,Sunday,13:00,ARI,ATL,7,41,34,Georgia Dome,Home,dome,fieldturf,2010091907
17,2010_02_TB_CAR,2010,REG,2,2010-09-19,Sunday,13:00,TB,CAR,20,7,-13,Bank of America Stadium,Home,outdoors,grass,2010091908
18,2010_02_BAL_CIN,2010,REG,2,2010-09-19,Sunday,13:00,BAL,CIN,10,15,5,Paul Brown Stadium,Home,outdoors,fieldturf,2010091912
19,2010_02_KC_CLE,2010,REG,2,2010-09-19,Sunday,13:00,KC,CLE,16,14,-2,Cleveland Browns Stadium,Home,outdoors,grass,2010091903
20,2010_02_CHI_DAL,2010,REG,2,2010-09-19,Sunday,13:00,CHI,DAL,27,20,-7,Cowboys Stadium,Home,closed,matrixturf,2010091905
21,2010_02_PHI_DET,2010,REG,2,2010-09-19,Sunday,13:00,PHI,DET,35,32,-3,Ford Field,Home,dome,fieldturf,2010091906
22,2010_02_BUF_GB,2010,REG,2,2010-09-19,Sunday,13:00,BUF,GB,7,34,27,Lambeau Field,Home,outdoors,grass,2010091901
23,2010_02_MIA_MIN,2010,REG,2,2010-09-19,Sunday,13:00,MIA,MIN,14,10,-4,Mall of America Field,Home,dome,sportturf,2010091902
24,2010_02_PIT_TEN,2010,REG,2,2010-09-19,Sunday,13:00,PIT,TEN,19,11,-8,LP Field,Home,outdoors,grass,2010091904
25,2010_02_SEA_DEN,2010,REG,2,2010-09-19,Sunday,16:05,SEA,DEN,14,31,17,Invesco Field at Mile High,Home,outdoors,grass,2010091909
26,2010_02_STL_OAK,2010,REG,2,2010-09-19,Sunday,16:05,STL,OAK,14,16,2,Oakland-Alameda County Coliseum,Home,outdoors,grass,2010091910
27,2010_02_NE_NYJ,2010,REG,2,2010-09-19,Sunday,16:15,NE,NYJ,14,28,14,New Meadowlands Stadium,Home,outdoors,fieldturf,2010091911
28,2010_02_JAX_SD,2010,REG,2,2010-09-19,Sunday,16:15,JAX,SD,13,38,25,Qualcomm Stadium,Home,outdoors,grass,2010091913
29,2010_02_HOU_WAS,2010,REG,2,2010-09-19,Sunday,16:15,HOU,WAS,30,27,-3,FedExField,Home,outdoors,grass,2010091900
30,2010_02_NYG_IND,2010,REG,2,2010-09-19,Sunday,20:20,NYG,IND,14,38,24,Lucas Oil Stadium,Home,open,fieldturf,2010091914
31,2010_02_NO_SF,2010,REG,2,2010-09-20,Monday,20:30,NO,SF,25,22,-3,Candlestick Park,Home,outdoors,grass,2010092000
32,2010_03_CLE_BAL,2010,REG,3,2010-09-26,Sunday,13:00,CLE,BAL,17,24,7,M&T Bank Stadium,Home,outdoors,fieldturf,2010092604
33,2010_03_CIN_CAR,2010,REG,3,2010-09-26,Sunday,13:00,CIN,CAR,20,7,-13,Bank of America Stadium,Home,outdoors,grass,2010092601
34,2010_03_DAL_HOU,2010,REG,3,2010-09-26,Sunday,13:00,DAL,HOU,27,13,-14,Reliant Stadium,Home,closed,grass,2010092608
35,2010_03_SF_KC,2010,REG,3,2010-09-26,Sunday,13:00,SF,KC,10,31,21,Arrowhead Stadium,Home,outdoors,grass,2010092609
36,2010_03_DET_MIN,2010,REG,3,2010-09-26,Sunday,13:00,DET,MIN,10,24,14,Mall of America Field,Home,dome,sportturf,2010092605
37,2010_03_BUF_NE,2010,REG,3,2010-09-26,Sunday,13:00,BUF,NE,30,38,8,Gillette Stadium,Home,outdoors,fieldturf,2010092603
38,2010_03_ATL_NO,2010,REG,3,2010-09-26,Sunday,13:00,ATL,NO,27,24,-3,Louisiana Superdome,Home,dome,sportturf,2010092606
39,2010_03_TEN_NYG,2010,REG,3,2010-09-26,Sunday,13:00,TEN,NYG,29,10,-19,New Meadowlands Stadium,Home,outdoors,fieldturf,2010092600
40,2010_03_PIT_TB,2010,REG,3,2010-09-26,Sunday,13:00,PIT,TB,38,13,-25,Raymond James Stadium,Home,outdoors,grass,2010092602
41,2010_03_PHI_JAX,2010,REG,3,2010-09-26,Sunday,16:05,PHI,JAX,28,3,-25,EverBank Field,Home,outdoors,grass,2010092610
42,2010_03_WAS_STL,2010,REG,3,2010-09-26,Sunday,16:05,WAS,STL,16,30,14,Edward Jones Dome,Home,dome,astroplay,2010092607
43,2010_03_OAK_ARI,2010,REG,3,2010-09-26,Sunday,16:15,OAK,ARI,23,24,1,University of Phoenix Stadium,Home,closed,grass,2010092612
44,2010_03_IND_DEN,2010,REG,3,2010-09-26,Sunday,16:15,IND,DEN,27,13,-14,Invesco Field at Mile High,Home,outdoors,grass,2010092611
45,2010_03_SD_SEA,2010,REG,3,2010-09-26,Sunday,16:15,SD,SEA,20,27,7,Qwest Field,Home,outdoors,fieldturf,2010092613
46,2010_03_NYJ_MIA,2010,REG,3,2010-09-26,Sunday,20:20,NYJ,MIA,31,23,-8,Sun Life Stadium,Home,outdoors,grass,2010092614
47,2010_03_GB_CHI,2010,REG,3,2010-09-27,Monday,20:30,GB,CHI,17,20,3,Soldier Field,Home,outdoors,grass,2010092700
48,2010_04_SF_ATL,2010,REG,4,2010-10-03,Sunday,13:00,SF,ATL,14,16,2,Georgia Dome,Home,dome,fieldturf,2010100305
49,2010_04_NYJ_BUF,2010,REG,4,2010-10-03,Sunday,13:00,NYJ,BUF,38,14,-24,Ralph Wilson Stadium,Home,outdoors,astroplay,2010100300
50,2010_04_CIN_CLE,2010,REG,4,2010-10-03,Sunday,13:00,CIN,CLE,20,23,3,Cleveland Browns Stadium,Home,outdoors,grass,2010100301
51,2010_04_DET_GB,2010,REG,4,2010-10-03,Sunday,13:00,DET,GB,26,28,2,Lambeau Field,Home,outdoors,grass,2010100304
52,2010_04_CAR_NO,2010,REG,4,2010-10-03,Sunday,13:00,CAR,NO,14,16,2,Louisiana Superdome,Home,dome,sportturf,2010100306
53,2010_04_BAL_PIT,2010,REG,4,2010-10-03,Sunday,13:00,BAL,PIT,17,14,-3,Heinz Field,Home,outdoors,grass,2010100302
54,2010_04_SEA_STL,2010,REG,4,2010-10-03,Sunday,13:00,SEA,STL,3,20,17,Edward Jones Dome,Home,dome,astroplay,2010100307
55,2010_04_DEN_TEN,2010,REG,4,2010-10-03,Sunday,13:00,DEN,TEN,26,20,-6,LP Field,Home,outdoors,grass,2010100303
56,2010_04_IND_JAX,2010,REG,4,2010-10-03,Sunday,16:05,IND,JAX,28,31,3,EverBank Field,Home,outdoors,grass,2010100308
57,2010_04_HOU_OAK,2010,REG,4,2010-10-03,Sunday,16:05,HOU,OAK,31,24,-7,Oakland-Alameda County Coliseum,Home,outdoors,grass,2010100309
58,2010_04_WAS_PHI,2010,REG,4,2010-10-03,Sunday,16:15,WAS,PHI,17,12,-5,Lincoln Financial Field,Home,outdoors,grass,2010100310
59,2010_04_ARI_SD,2010,REG,4,2010-10-03,Sunday,16:15,ARI,SD,10,41,31,Qualcomm Stadium,Home,outdoors,grass,2010100311
60,2010_04_CHI_NYG,2010,REG,4,2010-10-03,Sunday,20:20,CHI,NYG,3,17,14,New Meadowlands Stadium,Home,outdoors,fieldturf,2010100312
61,2010_04_NE_MIA,2010,REG,4,2010-10-04,Monday,20:30,NE,MIA,41,14,-27,Sun Life Stadium,Home,outdoors,grass,2010100400
62,2010_05_DEN_BAL,2010,REG,5,2010-10-10,Sunday,13:00,DEN,BAL,17,31,14,M&T Bank Stadium,Home,outdoors,fieldturf,2010101001
63,2010_05_JAX_BUF,2010,REG,5,2010-10-10,Sunday,13:00,JAX,BUF,36,26,-10,Ralph Wilson Stadium,Home,outdoors,astroplay,2010101000
64,2010_05_CHI_CAR,2010,REG,5,2010-10-10,Sunday,13:00,CHI,CAR,23,6,-17,Bank of America Stadium,Home,outdoors,grass,2010101005
65,2010_05_TB_CIN,2010,REG,5,2010-10-10,Sunday,13:00,TB,CIN,24,21,-3,Paul Brown Stadium,Home,outdoors,fieldturf,2010101006
66,2010_05_ATL_CLE,2010,REG,5,2010-10-10,Sunday,13:00,ATL,CLE,20,10,-10,Cleveland Browns Stadium,Home,outdoors,grass,2010101007
67,2010_05_STL_DET,2010,REG,5,2010-10-10,Sunday,13:00,STL,DET,6,44,38,Ford Field,Home,dome,fieldturf,2010101004
68,2010_05_NYG_HOU,2010,REG,5,2010-10-10,Sunday,13:00,NYG,HOU,34,10,-24,Reliant Stadium,Home,closed,grass,2010101008
69,2010_05_KC_IND,2010,REG,5,2010-10-10,Sunday,13:00,KC,IND,9,19,10,Lucas Oil Stadium,Home,closed,fieldturf,2010101002
70,2010_05_GB_WAS,2010,REG,5,2010-10-10,Sunday,13:00,GB,WAS,13,16,3,FedExField,Home,outdoors,grass,2010101003
71,2010_05_NO_ARI,2010,REG,5,2010-10-10,Sunday,16:05,NO,ARI,20,30,10,University of Phoenix Stadium,Home,closed,grass,2010101009
72,2010_05_TEN_DAL,2010,REG,5,2010-10-10,Sunday,16:15,TEN,DAL,34,27,-7,Cowboys Stadium,Home,closed,matrixturf,2010101010
73,2010_05_SD_OAK,2010,REG,5,2010-10-10,Sunday,16:15,SD,OAK,27,35,8,Oakland-Alameda County Coliseum,Home,outdoors,grass,2010101011
74,2010_05_PHI_SF,2010,REG,5,2010-10-10,Sunday,20:20,PHI,SF,27,24,-3,Candlestick Park,Home,outdoors,grass,2010101012
75,2010_05_MIN_NYJ,2010,REG,5,2010-10-11,Monday,21:15,MIN,NYJ,20,29,9,New Meadowlands Stadium,Home,outdoors,fieldturf,2010101100
76,2010_06_SEA_CHI,2010,REG,6,2010-10-17,Sunday,13:00,SEA,CHI,23,20,-3,Soldier Field,Home,outdoors,grass,2010101707
77,2010_06_MIA_GB,2010,REG,6,2010-10-17,Sunday,13:00,MIA,GB,23,20,-3,Lambeau Field,Home,outdoors,grass,2010101700
78,2010_06_KC_HOU,2010,REG,6,2010-10-17,Sunday,13:00,KC,HOU,31,35,4,Reliant Stadium,Home,open,grass,2010101704
