,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,2020_01_HOU_KC,2020,REG,1,2020-09-10,Thursday,20:20,HOU,KC,20,34,14,Arrowhead Stadium,Home,outdoors,astroturf,2020091000
1,2020_01_SEA_ATL,2020,REG,1,2020-09-13,Sunday,13:00,SEA,ATL,38,25,-13,Mercedes-Benz Stadium,Home,closed,fieldturf,2020091300
2,2020_01_CLE_BAL,2020,REG,1,2020-09-13,Sunday,13:00,CLE,BAL,6,38,32,M&T Bank Stadium,Home,outdoors,grass,2020091301
3,2020_01_NYJ_BUF,2020,REG,1,2020-09-13,Sunday,13:00,NYJ,BUF,17,27,10,New Era Field,Home,outdoors,astroturf,2020091302
4,2020_01_LV_CAR,2020,REG,1,2020-09-13,Sunday,13:00,LV,CAR,34,30,-4,Bank of America Stadium,Home,outdoors,grass,2020091303
5,2020_01_CHI_DET,2020,REG,1,2020-09-13,Sunday,13:00,CHI,DET,27,23,-4,Ford Field,Home,dome,fieldturf,2020091304
6,2020_01_IND_JAX,2020,REG,1,2020-09-13,Sunday,13:00,IND,JAX,20,27,7,TIAA Bank Stadium,Home,outdoors,grass,2020091305
7,2020_01_GB_MIN,2020,REG,1,2020-09-13,Sunday,13:00,GB,MIN,43,34,-9,U.S. Bank Stadium,Home,dome,sportturf,2020091306
8,2020_01_MIA_NE,2020,REG,1,2020-09-13,Sunday,13:00,MIA,NE,11,21,10,Gillette Stadium,Home,outdoors,grass,2020091307
9,2020_01_PHI_WAS,2020,REG,1,2020-09-13,Sunday,13:00,PHI,WAS,17,27,10,FedExField,Home,outdoors,grass,2020091308
10,2020_01_LAC_CIN,2020,REG,1,2020-09-13,Sunday,16:05,LAC,CIN,16,13,-3,Paul Brown Stadium,Home,outdoors,grass,2020091309
11,2020_01_TB_NO,2020,REG,1,2020-09-13,Sunday,16:25,TB,NO,23,34,11,Mercedes-Benz Superdome,Home,dome,astroturf,2020091310
12,2020_01_ARI_SF,2020,REG,1,2020-09-13,Sunday,16:25,ARI,SF,24,20,-4,Levi's Stadium,Home,outdoors,grass,2020091311
13,2020_01_DAL_LA,2020,REG,1,2020-09-13,Sunday,20:20,DAL,LA,17,20,3,SoFi Stadium,Home,dome,matrixturf,2020091312
14,2020_01_PIT_NYG,2020,REG,1,2020-09-14,Monday,19:15,PIT,NYG,26,16,-10,MetLife Stadium,Home,outdoors,fieldturf ,2020091400
15,2020_01_TEN_DEN,2020,REG,1,2020-09-14,Monday,22:10,TEN,DEN,16,14,-2,Empower Field at Mile High,Home,outdoors,grass,2020091401
16,2020_02_CIN_CLE,2020,REG,2,2020-09-17,Thursday,20:20,CIN,CLE,30,35,5,FirstEnergy Stadium,Home,outdoors,grass,2020091700
17,2020_02_NYG_CHI,2020,REG,2,2020-09-20,Sunday,13:00,NYG,CHI,13,17,4,Soldier Field,Home,outdoors,grass,2020092000
18,2020_02_ATL_DAL,2020,REG,2,2020-09-20,Sunday,13:00,ATL,DAL,39,40,1,AT&T Stadium,Home,closed,fieldturf,2020092001
